Skupina,Podskupina,Kategorie_vyrobku,Zdroj,Included,HS_ID,Produkt_HS6,Produkt_HS4,Produkt_HS2,OEC ID,EU_Import_2022,CZ_Import_2022,Komplexita_vyrobku_2022,Svet_export_2022,Svet_export_2021,EU_export_2021,EU_export_2022,EU_svetovy_podil_2021,EU_svetovy_podil_2022,CZ_svetovy_podil_2021,CZ_svetovy_podil_2022,CZ_EU_podil_2021,CZ_EU_podil_2022,CZ_export_2021,CZ_export_2022,Pribuznost_CZ_2022,Vyhoda_CZ_2022,Koncentrace_trhu_2021,Koncentrace_trhu_2022,CAGR_2022_30_ANALYSIS,IS_REALCAGR,CAGR_2022_30_FORECAST,Svet_2023_export,Svet_2024_export,Svet_2025_export,Svet_2026_export,Svet_2027_export,Svet_2028_export,Svet_2029_export,Svet_2030_export,CZ_2023_export,CZ_2024_export,CZ_2025_export,CZ_2026_export,CZ_2027_export,CZ_2028_export,CZ_2029_export,CZ_2030_export,CZ_Total_Export_25_30,EU_2023_export,EU_2024_export,Eu_2025_export,EU_2026_export,EU_2027_export,EU_2028_export,EU_2029_export,EU_2030_export,EU_Total_Export_25_30
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,903039,"Ammeters, voltmeters, ohm meters, etc, non-recording",Oscilloscopes,"Optical, photo, & film equipment; medical instruments",18903039,778702167,27575788,1.187152383,2677224818,2446337980,914153553,948521368,0.373682,0.354293,0.014455,0.017274,0.038683,0.048758,35361966,46247658,0.349202106,1.727142199,0.082658924,0.096065133,,N,0.0400,2784313810.7200,2895686363.1488,3011513817.6748,3131974370.3817,3257253345.1970,3387543479.0049,3523045218.1651,3663967026.8917,44172495.8727,45939395.7076,47776971.5359,49688050.3973,51675572.4132,53742595.3098,55892299.1222,58127991.0870,316903479.8654,1013455704.9251,1053993933.1221,1096153690.4470,1139999838.0649,1185599831.5874,1233023824.8509,1282344777.8450,1333638568.9588,7270760531.7540
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,900580,"Monoculars, telescopes, etc",Binoculars and Telescopes,"Optical, photo, & film equipment; medical instruments",18900580,259965792,8690300,0.315179949,741267639,770410939,185203115,210415423,0.240395,0.283859,0.005766,0.012866,0.023985,0.045324,4442007,9536786,0.362031943,1.286323457,0.189130512,0.193035052,,N,0.0400,770918344.5600,801755078.3424,833825281.4761,867178292.7351,901865424.4445,937940041.4223,975457643.0792,1014475948.8024,7181595.0101,7468858.8105,7767613.1630,8078317.6895,8401450.3971,8737508.4129,9087008.7495,9450489.0994,51522387.5114,202078566.3982,210161709.0541,218568177.4163,227310904.5129,236403340.6935,245859474.3212,255693853.2940,265921607.4258,1449757357.6637
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,903031,Electrical multimeters,Oscilloscopes,"Optical, photo, & film equipment; medical instruments",18903031,368010689,13592550,1.039548115,865731442,880462722,383985170,363394395,0.436117,0.419754,0.015698,0.012168,0.035995,0.028989,13821689,10534606,0.366797767,1.216629379,0.111056305,0.107105623,,N,0.0400,900360699.6800,936375127.6672,973830132.7739,1012783338.0848,1053294671.6082,1095426458.4726,1139243516.8115,1184813257.4839,12545020.9394,13046821.7770,13568694.6481,14111442.4340,14675900.1313,15262936.1366,15873453.5821,16508391.7253,90000818.6574,385296598.1883,400708462.1158,416736800.6005,433406272.6245,450742523.5295,468772224.4707,487523113.4495,507024037.9875,2764204972.6620
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,902730,"Spectrometers, spectrophotometers, etc using light",Chemical Alysis Instruments,"Optical, photo, & film equipment; medical instruments",18902730,1008413770,29308157,1.194503078,4365944432,4275006284,1647020592,1567582537,0.385267,0.359048,0.008199,0.010684,0.021282,0.029757,35052521,46646242,0.375870592,1.068222324,0.103616577,0.107605288,,N,0.0400,4540582209.2800,4722205497.6512,4911093717.5573,5107537466.2595,5311838964.9099,5524312523.5063,5745285024.4466,5975096425.4244,42871089.0317,44585932.5930,46369369.8967,48224144.6926,50153110.4803,52159234.8995,54245604.2955,56415428.4673,307566892.7318,1689812089.4752,1757404573.0542,1827700755.9764,1900808786.2154,1976841137.6640,2055914783.1706,2138151374.4974,2223677429.4773,12123094267.0012
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,903190,"Parts and access for measuring, checking equipment ne",Other Measuring Instruments,"Optical, photo, & film equipment; medical instruments",18903190,2304344210,76213602,1.253559275,9924904989,9599798910,3158816231,3242789610,0.329050,0.326733,0.008365,0.010683,0.025421,0.032697,80299607,106028576,0.363421781,1.068119303,0.067747427,0.079032294,,N,0.0400,10321901188.5600,10734777236.1024,11164168325.5465,11610735058.5684,12075164460.9111,12558171039.3475,13060497880.9214,13582917796.1583,98304753.8430,102236943.9968,106326421.7566,110579478.6269,115002657.7720,119602764.0828,124386874.6462,129362349.6320,705260546.5165,3384462680.3321,3519841187.5454,3660634835.0472,3807060228.4491,3959342637.5871,4117716343.0906,4282424996.8142,4453721996.6868,24280901037.6750
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,902580,"Hydrometer, pyrometer, hygrometer, alone or combined",Hydrometers,"Optical, photo, & film equipment; medical instruments",18902580,615230497,23820709,0.680799213,1652903378,1574425250,668967016,668889288,0.424896,0.404675,0.010446,0.010123,0.024586,0.025015,16447165,16732495,0.358552914,1.012130307,0.07126317,0.077805944,,N,0.0400,1719019513.1200,1787780293.6448,1859291505.3906,1933663165.6062,2011009692.2305,2091450079.9197,2175108083.1165,2262112406.4411,17679728.7451,18386917.8949,19122394.6107,19887290.3952,20682782.0110,21510093.2914,22370497.0231,23265316.9040,126838374.2353,713024700.9182,741545688.9549,771207516.5131,802055817.1737,834138049.8606,867503571.8550,902203714.7292,938291863.3184,5115400533.4501
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,903010,Instruments to measure or detect ionising radiations,Oscilloscopes,"Optical, photo, & film equipment; medical instruments",18903010,447026411,21627112,0.16445515,1820536623,1650253980,597479784,630798902,0.362053,0.346491,0.010596,0.009123,0.029267,0.026331,17486240,16609413,0.306641322,0.912174772,0.119086376,0.159921042,,N,0.0400,1893358087.9200,1969092411.4368,2047856107.8943,2129770352.2100,2214961166.2985,2303559612.9504,2395701997.4684,2491530077.3671,18667991.2859,19414710.9374,20191299.3748,20998951.3498,21838909.4038,22712465.7800,23620964.4112,24565802.9876,133928393.3073,670763634.8056,697594180.1978,725497947.4057,754517865.3020,784698579.9141,816086523.1106,848729984.0350,882679183.3964,4812210083.1639
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,902519,"Thermometers, except liquid filled",Hydrometers,"Optical, photo, & film equipment; medical instruments",18902519,1445899049,43366354,0.660754165,4627694801,4662718887,1654532457,1692854271,0.354843,0.365809,0.012035,0.008729,0.033915,0.023862,56113528,40395643,0.308361195,0.872756333,0.13629218,0.104927888,,N,0.0400,4812802593.0400,5005314696.7616,5205527284.6321,5413748376.0174,5630298311.0580,5855510243.5004,6089730653.2404,6333319879.3700,49965590.1446,51964213.7504,54042782.3004,56204493.5924,58452673.3361,60790780.2695,63222411.4803,65751307.9395,358464448.9182,1734178514.3890,1803545654.9645,1875687481.1631,1950714980.4096,2028743579.6260,2109893322.8110,2194289055.7235,2282060617.9524,12441389037.6857
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,902830,"Electricity supply, production and calibrating meters",Utility Meters,"Optical, photo, & film equipment; medical instruments",18902830,1699297139,54258801,0.057635377,3927067767,3562035005,1198842832,1239747279,0.336561,0.315693,0.006720,0.008298,0.019966,0.026285,23935792,32586260,0.322271798,0.829639298,0.108123302,0.134296482,,N,0.0400,4084150477.6800,4247516496.7872,4417417156.6587,4594113842.9250,4777878396.6420,4968993532.5077,5167753273.8080,5374463404.7604,30666979.7992,31893658.9911,33169405.3508,34496181.5648,35876028.8274,37311069.9805,38803512.7797,40355653.2909,220011851.7942,1331951910.2162,1385229986.6249,1440639186.0899,1498264753.5335,1558195343.6748,1620523157.4218,1685344083.7187,1752757847.0674,9555724371.5060
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,902511,"Thermometers, liquid-filled",Hydrometers,"Optical, photo, & film equipment; medical instruments",18902511,78423997,2523564,,175769925,211270867,84729985,71440809,0.401049,0.406445,0.005880,0.007558,0.014661,0.018595,1242208,1328438,0.307741682,0.755648658,0.276507752,0.193192424,,N,0.0400,182800722.0000,190112750.8800,197717260.9152,205625951.3518,213850989.4059,222405028.9821,231301230.1414,240553279.3471,1228193.8929,1277321.6487,1328414.5146,1381551.0952,1436813.1390,1494285.6646,1554057.0911,1616219.3748,8811340.8793,73805250.5742,76757460.5972,79827759.0210,83020869.3819,86341704.1572,89795372.3235,93387187.2164,97122674.7050,529495566.8050
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,903180,"Measuring or checking equipment, nes",Other Measuring Instruments,"Optical, photo, & film equipment; medical instruments",18903180,6896780529,298283377,1.224399283,25137637019,25560262286,9693939159,9259466645,0.379258,0.368351,0.006723,0.006968,0.017726,0.018918,171830603,175166970,0.341358821,0.69670826,0.084092406,0.081943995,,N,0.0400,26143142499.7600,27188868199.7504,28276422927.7404,29407479844.8500,30583779038.6440,31807130200.1898,33079415408.1974,34402592024.5253,178961351.8556,186119805.9299,193564598.1671,201307182.0937,209359469.3775,217733848.1526,226443202.0787,235500930.1618,1283909230.0314,9772423286.3022,10163320217.7543,10569853026.4644,10992647147.5230,11432353033.4239,11889647154.7609,12365233040.9513,12859842362.5894,70109575765.7130
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,903090,"Parts & accessories, electrical measuring instruments",Oscilloscopes,"Optical, photo, & film equipment; medical instruments",18903090,1299289306,67894843,1.347122204,10626458752,10095969342,1299293796,1325134597,0.128694,0.124701,0.004980,0.004924,0.038700,0.039485,50282929,52322659,0.27234883,0.492293882,0.111221286,0.122800468,,N,0.0400,11051517102.0800,11493577786.1632,11953320897.6097,12431453733.5141,12928711882.8547,13445860358.1689,13983694772.4956,14543042563.3955,54728797.7981,56917949.7100,59194667.6984,61562454.4064,64024952.5826,66585950.6859,69249388.7134,72019364.2619,392636778.3486,1400203667.6881,1456211814.3956,1514460286.9714,1575038698.4503,1638040246.3883,1703561856.2438,1771704330.4936,1842572503.7133,10045377922.2607
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,902820,"Liquid supply, production and calibrating meters",Utility Meters,"Optical, photo, & film equipment; medical instruments",18902820,512158907,23950875,0.404215462,1498436553,1353302995,626709881,652811630,0.463097,0.435662,0.004857,0.004641,0.010488,0.010653,6572759,6954246,0.31612039,0.464018059,0.0686009,0.084054269,,N,0.0400,1558374015.1200,1620708975.7248,1685537334.7538,1752958828.1439,1823077181.2697,1896000268.5205,1971840279.2613,2050713890.4318,7400584.6897,7696608.0773,8004472.4004,8324651.2964,8657637.3482,9003942.8422,9364100.5558,9738664.5781,53093469.0211,700300823.9781,728312856.9373,757445371.2148,787743186.0633,819252913.5059,852023030.0461,886103951.2480,921548109.2979,5024116561.3760
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,903081,Electrical measurement recording instruments,Oscilloscopes,"Optical, photo, & film equipment; medical instruments",18903081,869468977,20334056,1.094917164,3598193625,3445740639,1133536650,1128964469,0.328967,0.313759,0.004654,0.003972,0.014149,0.012659,16037937,14291025,0.33541924,0.39710197,0.074506868,0.079783787,,N,0.0400,3742121370.0000,3891806224.8000,4047478473.7920,4209377612.7437,4377752717.2534,4552862825.9436,4734977338.9813,4924376432.5406,16140042.2538,16785643.9440,17457069.7018,18155352.4898,18881566.5894,19636829.2530,20422302.4231,21239194.5200,115792314.9772,1202579661.4950,1250682847.9548,1300710161.8730,1352738568.3479,1406848111.0818,1463122035.5251,1521646916.9461,1582512793.6240,8627578587.3979
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,902890,"Parts, accessories for gas, liquid, electricity meter",Utility Meters,"Optical, photo, & film equipment; medical instruments",18902890,852896354,7559360,0.356308242,2735610534,2482966803,815110343,743526171,0.328281,0.271795,0.004037,0.003228,0.012298,0.011877,10024419,8830637,0.323871528,0.322746067,0.090251926,0.118708128,,N,0.0400,2845034955.3600,2958836353.5744,3077189807.7174,3200277400.0261,3328288496.0271,3461420035.8682,3599876837.3029,3743871910.7950,10335025.0316,10748426.0329,11178363.0742,11625497.5972,12090517.5010,12574138.2011,13077103.7291,13600187.8783,74145807.9809,853618792.8356,887763544.5490,923274086.3310,960205049.7842,998613251.7756,1038557781.8466,1080100093.1205,1123304096.8453,6124054359.7031
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,902750,Instruments nes using optical radiations,Chemical Alysis Instruments,"Optical, photo, & film equipment; medical instruments",18902750,3711248304,56939807,1.349192914,12179909007,11831425324,3777473731,3554240594,0.319275,0.291812,0.003975,0.003141,0.012450,0.010762,47028483,38251932,0.32450761,0.314002079,0.106691703,0.116391812,,N,0.0400,12667105367.2800,13173789581.9712,13700741165.2500,14248770811.8601,14818721644.3345,15411470510.1078,16027929330.5121,16669046503.7326,45066109.6299,46868754.0151,48743504.1757,50693244.3428,52720974.1165,54829813.0811,57023005.6044,59303925.8285,323314467.1490,3870347685.2121,4025161592.6206,4186168056.3255,4353614778.5785,4527759369.7216,4708869744.5105,4897224534.2909,5093113515.6625,27766749999.0894
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,901530,Surveying levels,Surveying Equipment,"Optical, photo, & film equipment; medical instruments",18901530,354012143,12092304,1.094730435,721984021,868841835,374038204,290325630,0.430502,0.402122,0.002913,0.002928,0.006767,0.007282,2531002,2114036,0.291630374,0.29275747,0.269052434,0.214231754,,N,0.0400,750863381.8400,780897917.1136,812133833.7981,844619187.1501,878403954.6361,913540112.8215,950081717.3344,988084986.0278,2192959.6400,2280678.0256,2371905.1466,2466781.3525,2565452.6066,2668070.7108,2774793.5393,2885785.2808,15732788.6365,312593445.7531,325097183.5832,338101070.9266,351625113.7636,365690118.3142,380317723.0467,395530431.9686,411351649.2473,2242616107.2670
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,902780,"Equipment for physical or chemical alysis, nes",Chemical Alysis Instruments,"Optical, photo, & film equipment; medical instruments",18902780,3729297227,76584365,1.551261708,13548356979,14266770011,4834846379,4586898417,0.338889,0.338558,0.002173,0.002581,0.006411,0.007622,30996995,34962670,0.311105206,0.258012741,0.113837791,0.100445586,,N,0.0400,14090291258.1600,14653902908.4864,15240059024.8259,15849661385.8189,16483647841.2516,17142993754.9017,17828713505.0978,18541862045.3017,33487370.7810,34826865.6123,36219940.2368,37668737.8463,39175487.3601,40742506.8545,42372207.1287,44067095.4138,240245974.8402,4772707043.4967,4963615325.2366,5162159938.2461,5368646335.7759,5583392189.2070,5806727876.7752,6038996991.8462,6280556871.5201,34240480203.3705
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,902790,"Microtomes, parts of scientific alysis equipment",Chemical Alysis Instruments,"Optical, photo, & film equipment; medical instruments",18902790,4899312734,131238383,1.697231943,15118070740,14848531865,5284966382,5161093170,0.355925,0.341386,0.002119,0.002520,0.005954,0.007381,31466576,38093968,0.325621474,0.251931825,0.096181839,0.096836862,,N,0.0400,15722793569.6000,16351705312.3840,17005773524.8794,17686004465.8745,18393444644.5095,19129182430.2899,19894349727.5015,20690123716.6016,36468506.3230,37927246.5759,39444336.4389,41022109.8965,42662994.2923,44369514.0640,46144294.6266,47990066.4116,261633315.7300,5481837516.8419,5701111017.5156,5929155458.2162,6166321676.5449,6412974543.6067,6669493525.3510,6936273266.3650,7213724197.0196,39327942667.1033
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,903140,"Optical instruments and appliances, nes",Other Measuring Instruments,"Optical, photo, & film equipment; medical instruments",18903140,3073214500,117377826,1.801182602,19559201232,17372893641,3913660426,3840682091,0.225274,0.196362,0.002460,0.002366,0.010918,0.012049,42731028,46276340,0.278427063,0.236554428,0.076768833,0.098942762,,N,0.0400,20341569281.2800,21155232052.5312,22001441334.6325,22881498988.0178,23796758947.5385,24748629305.4400,25738574477.6576,26768117456.7639,49080144.3903,51043350.1659,53085084.1725,55208487.5394,57416827.0410,59713500.1226,62102040.1275,64586121.7326,352112060.7356,4288367548.6882,4459902250.6358,4638298340.6612,4823830274.2876,5016783485.2591,5217454824.6695,5426153017.6563,5643199138.3625,30765719080.8963
09. Environmental monitoring,09. Environmental monitoring,Environmental monitoring,LSE Navigator,IN,902810,Gas supply/production/calibration meters,Utility Meters,"Optical, photo, & film equipment; medical instruments",18902810,232815260,6587132,0.197487631,822260063,894942001,424439575,387602053,0.474265,0.471386,0.001578,0.002303,0.003327,0.004886,1412068,1893904,0.31527768,0.230288344,0.089271866,0.080612653,,N,0.0400,855150465.5200,889356484.1408,924930743.5064,961927973.2467,1000405092.1766,1040421295.8636,1082038147.6982,1125319673.6061,1659471.9038,1725850.7800,1794884.8112,1866680.2036,1941347.4118,2019001.3082,2099761.3606,2183751.8150,11905426.9104,404336990.8426,420510470.4763,437330889.2954,454824124.8672,473017089.8619,491937773.4564,511615284.3946,532079895.7704,2900805057.6458
